policy,bw_mbit,obj_label,client,obj_bytes,rtt_nominal_ms,n_conn,n_iterations,fct_ms_mean,fct_ms_median,fct_ms_std,fct_ms_p95,goodput_mbps_mean,goodput_mbps_median,goodput_mbps_std,goodput_mbps_p95,trasferimento_ms_mean,trasferimento_ms_median,trasferimento_ms_std,trasferimento_ms_p95,retrans_mean,retrans_median,retrans_std,retrans_p95,srtt_ms_mean,srtt_ms_median,srtt_ms_std,srtt_ms_p95,iw_applied_mean,iw_applied_median,iw_applied_std,iw_applied_p95,max_cwnd_mean,max_cwnd_median,max_cwnd_std,max_cwnd_p95,retrans_flow_pct,penalties_total,fct_ms_median_iter_mean,fct_ms_median_iter_std,goodput_mbps_median_iter_mean,goodput_mbps_median_iter_std,trasferimento_ms_median_iter_mean,trasferimento_ms_median_iter_std,retrans_median_iter_mean,retrans_median_iter_std,srtt_ms_median_iter_mean,srtt_ms_median_iter_std,iw_applied_median_iter_mean,iw_applied_median_iter_std,max_cwnd_median_iter_mean,max_cwnd_median_iter_std,retrans_flow_pct_iter_mean,retrans_flow_pct_iter_std
metrics,100,200K,h3,204800,22.0,150,10,156.1058,151.0235,15.4839,199.4412,10.5824,10.8486,0.8875,11.5004,129.3247,123.9145,15.1291,171.6197,0.0,0.0,0.0,0.0,23.5988,23.374,1.0095,25.3193,10.0,10.0,0.0,10.0,134.8,153.0,39.8893,153.0,0.0,0,151.3747,1.1849,10.8241,0.0845,124.1798,1.3515,0.0,0.0,23.3634,0.041,10.0,0.0,153.0,0.0,0.0,0.0
metrics,100,200K,h4,204800,52.0,150,10,354.9754,332.823,47.7912,449.8836,4.6914,4.9227,0.5704,5.3424,289.8609,267.101,47.1044,381.2673,0.0,0.0,0.0,0.0,59.1934,59.44,4.8203,67.5879,10.0,10.0,0.0,10.0,112.4467,153.0,51.1753,153.0,0.0,0,333.768,13.7115,4.9159,0.1936,269.2599,13.3078,0.0,0.0,58.8018,2.2089,10.0,0.0,149.3,8.9944,0.0,0.0
static10,100,200K,h2,204800,6.0,150,10,46.8661,46.7215,1.7996,48.404,35.0058,35.0674,1.2258,36.4483,40.2634,40.114,1.7964,41.8663,10.18,10.0,2.1553,13.0,6.7898,6.782,0.2431,7.138,10.0,10.0,0.0,10.0,64.56,70.0,10.0224,72.0,100.0,0,46.642,0.5302,35.1313,0.4027,40.0845,0.4942,10.1,0.7379,6.7741,0.0935,10.0,0.0,68.5,6.5362,100.0,0.0
static10,100,200K,h3,204800,22.0,150,10,158.9683,152.751,16.5222,202.4766,10.4026,10.726,0.9367,11.3702,132.2567,126.587,16.0254,174.6059,0.0,0.0,0.0,0.0,24.0395,23.3835,1.5068,27.6854,10.0,10.0,0.0,10.0,129.3067,153.0,42.7663,153.0,0.0,0,153.6554,1.6889,10.664,0.1172,126.4069,1.8275,0.0,0.0,23.3638,0.0761,10.0,0.0,153.0,0.0,0.0,0.0
static10,100,200K,h4,204800,52.0,150,10,350.7114,332.752,42.4601,440.0566,4.7336,4.9238,0.5188,5.3425,285.756,266.4005,42.4236,376.4108,0.0,0.0,0.0,0.0,59.6548,60.424,4.9158,66.6478,10.0,10.0,0.0,10.0,113.5533,153.0,49.7484,153.0,0.0,0,334.7263,9.3041,4.8981,0.133,271.0472,10.4095,0.0,0.0,60.7245,1.4408,10.0,0.0,135.9,34.9617,0.0,0.0
statichigh,100,200K,h2,204800,6.0,150,10,39.0301,38.9025,0.5904,40.2121,41.9874,42.1155,0.6329,42.6792,32.4319,32.263,0.5964,33.6142,13.7867,14.0,1.7011,16.0,6.7264,6.723,0.2647,7.1303,24.0,24.0,0.0,24.0,54.8533,55.0,2.2891,56.0,100.0,0,38.951,0.1718,42.0638,0.1853,32.3071,0.1445,13.9,0.5676,6.7153,0.1584,24.0,0.0,55.0,0.0,100.0,0.0
statichigh,100,200K,h3,204800,22.0,150,10,120.2604,120.7625,3.6114,125.3959,13.6363,13.5671,0.4209,14.3926,93.6878,93.9105,3.0264,97.6042,0.0,0.0,0.0,0.0,23.6019,23.456,0.2108,23.9017,24.0,24.0,0.0,24.0,166.8867,167.0,1.388,167.0,0.0,0,120.5534,1.1796,13.5918,0.1339,94.0129,1.349,0.0,0.0,23.5401,0.162,24.0,0.0,167.0,0.0,0.0,0.0
statichigh,100,200K,h4,204800,52.0,150,10,288.1481,279.595,34.0544,337.696,5.7657,5.86,0.6804,6.7254,222.7399,216.0785,34.014,268.7074,0.0,0.0,0.0,0.0,59.6825,59.085,5.1185,68.8276,24.0,24.0,0.0,24.0,135.8933,137.5,24.8094,167.0,0.0,0,291.1549,25.2979,5.666,0.4963,225.7219,25.8709,0.0,0.0,59.4152,2.0453,24.0,0.0,136.9,14.4718,0.0,0.0
ewma,100,30K,h2,30720,6.0,150,10,16.015,15.614,1.5592,20.7792,15.4546,15.7397,1.1305,16.0859,9.444,8.9975,1.5522,14.267,0.0,0.0,0.0,0.0,7.1282,7.1215,0.0895,7.2797,21.2,22.0,3.0034,22.0,44.2,45.0,3.0034,45.0,0.0,0,15.6166,0.0412,15.7372,0.0415,9.0175,0.0566,0.0,0.0,7.1219,0.0135,22.0,0.0,45.0,0.0,0.0,0.0
ewma,100,30K,h3,30720,22.0,150,10,59.1749,58.2585,7.6363,84.0426,4.2066,4.2184,0.4246,4.7707,32.5194,30.453,7.4246,57.423,0.0,0.0,0.0,0.0,24.9752,24.5755,1.7137,27.3423,21.28,22.0,2.8594,22.0,44.28,45.0,2.8594,45.0,0.0,0,58.2188,0.5326,4.2216,0.039,30.5988,0.5137,0.0,0.0,24.6301,0.8603,22.0,0.0,45.0,0.0,0.0,0.0
ewma,100,30K,h4,30720,52.0,150,10,132.7725,129.2635,17.6076,186.604,1.8754,1.9012,0.1881,2.0812,68.8836,64.8975,17.2057,125.4673,0.0,0.0,0.0,0.0,60.968,61.395,4.0879,67.5752,21.2,22.0,3.0034,22.0,44.1333,45.0,3.2946,45.0,0.0,0,129.1206,1.6785,1.9036,0.0249,65.2679,1.9646,0.0,0.0,60.9741,1.1365,22.0,0.0,45.0,0.0,0.0,0.0
lossaware,100,30K,h2,30720,6.0,150,10,16.0225,15.648,1.516,21.0136,15.4428,15.7055,1.1125,16.124,9.4342,9.0225,1.4591,14.2485,0.0,0.0,0.0,0.0,7.125,7.121,0.0919,7.2839,21.2,22.0,3.0034,22.0,44.2,45.0,3.0034,45.0,0.0,0,15.6293,0.06,15.7245,0.0604,9.0232,0.0329,0.0,0.0,7.1217,0.0093,22.0,0.0,45.0,0.0,0.0,0.0
lossaware,100,30K,h3,30720,22.0,150,10,59.8193,58.4105,8.1261,85.9831,4.1642,4.2075,0.4194,4.6256,32.6687,30.4885,7.8678,58.1073,0.0,0.0,0.0,0.0,25.1411,24.9905,1.7694,27.675,21.2,22.0,3.0034,22.0,44.2,45.0,3.0034,45.0,0.0,0,58.3321,0.5229,4.2134,0.0378,30.7971,0.8408,0.0,0.0,24.9082,1.0428,22.0,0.0,45.0,0.0,0.0,0.0
lossaware,100,30K,h4,30720,52.0,150,10,133.1222,129.4555,17.5743,189.9303,1.8705,1.8984,0.1891,2.0752,69.1947,65.3585,16.8778,126.7659,0.0,0.0,0.0,0.0,60.7629,61.7495,4.3385,67.0534,21.2,22.0,3.0034,22.0,44.1667,45.0,3.1525,45.0,0.0,0,130.583,1.6411,1.8823,0.0238,65.26,1.2705,0.0,0.0,61.5598,1.3467,22.0,0.0,45.0,0.0,0.0,0.0
lossaware-disc,100,30K,h2,30720,6.0,150,10,15.9953,15.63,1.5334,20.943,15.4711,15.7236,1.1211,16.1746,9.4053,8.996,1.4788,14.2866,0.0,0.0,0.0,0.0,7.121,7.118,0.0776,7.2379,21.2,22.0,3.0034,22.0,44.2,45.0,3.0034,45.0,0.0,0,15.6189,0.079,15.7351,0.0796,8.9945,0.017,0.0,0.0,7.122,0.0197,22.0,0.0,45.0,0.0,0.0,0.0
lossaware-disc,100,30K,h3,30720,22.0,150,10,59.5346,58.1575,7.3061,81.8002,4.175,4.2258,0.3906,4.5825,32.5953,30.476,7.2439,56.0825,0.0,0.0,0.0,0.0,25.0501,24.7145,1.6824,27.2252,21.2,22.0,3.0034,22.0,44.2,45.0,3.0034,45.0,0.0,0,58.3732,0.4882,4.2104,0.0351,30.702,0.5492,0.0,0.0,24.6331,1.0368,22.0,0.0,45.0,0.0,0.0,0.0
lossaware-disc,100,30K,h4,30720,52.0,150,10,132.8686,129.0835,17.7624,188.7672,1.874,1.9039,0.1858,2.0759,69.2302,65.0505,17.4382,126.1574,0.0,0.0,0.0,0.0,61.403,61.935,4.122,67.8589,21.2,22.0,3.0034,22.0,44.1667,45.0,3.1525,45.0,0.0,0,129.512,1.7801,1.8979,0.026,64.9031,1.1853,0.0,0.0,61.9548,1.3987,22.0,0.0,45.0,0.0,0.0,0.0
metrics,100,30K,h2,30720,6.0,150,10,21.3964,21.126,0.7477,22.7335,11.4995,11.6331,0.3884,11.9635,14.8074,14.5775,0.7054,16.2724,0.0,0.0,0.0,0.0,6.9749,6.9725,0.1428,7.197,10.0,10.0,0.0,10.0,33.0,33.0,0.0,33.0,0.0,0,21.2024,0.282,11.5929,0.1507,14.5947,0.2896,0.0,0.0,6.9846,0.0484,10.0,0.0,33.0,0.0,0.0,0.0
metrics,100,30K,h3,30720,22.0,150,10,86.1724,86.108,4.1707,92.7876,2.8587,2.8541,0.1403,3.0986,59.2276,59.2375,3.4166,64.7078,0.0,0.0,0.0,0.0,26.5435,26.799,1.4196,28.3606,10.0,10.0,0.0,10.0,32.9,33.0,0.7023,33.0,0.0,0,86.6232,1.536,2.8379,0.0504,59.3663,1.3497,0.0,0.0,26.861,0.1934,10.0,0.0,33.0,0.0,0.0,0.0
metrics,100,30K,h4,30720,52.0,150,10,190.667,191.8665,8.2932,201.8612,1.2914,1.2809,0.0572,1.3915,127.2501,127.8465,7.0565,138.1387,0.0,0.0,0.0,0.0,61.5289,62.005,3.6634,67.3634,10.0,10.0,0.0,10.0,32.5667,33.0,1.4114,33.0,0.0,0,191.687,2.392,1.2823,0.016,128.1771,2.5104,0.0,0.0,61.7141,0.9552,10.0,0.0,33.0,0.0,0.0,0.0
static10,100,30K,h2,30720,6.0,150,10,21.6049,21.398,0.8654,23.2841,11.3928,11.4852,0.4417,11.9066,15.0261,14.7875,0.8458,16.5646,0.0,0.0,0.0,0.0,7.0001,6.9895,0.1561,7.2488,10.0,10.0,0.0,10.0,33.0,33.0,0.0,33.0,0.0,0,21.4377,0.2879,11.4658,0.1547,14.7767,0.2789,0.0,0.0,6.9909,0.0605,10.0,0.0,33.0,0.0,0.0,0.0
static10,100,30K,h3,30720,22.0,150,10,86.062,85.814,3.7391,92.8796,2.861,2.8639,0.1247,3.0771,58.9966,59.139,3.5444,64.878,0.0,0.0,0.0,0.0,26.4844,26.9495,1.4621,28.2171,10.0,10.0,0.0,10.0,32.9667,33.0,0.4082,33.0,0.0,0,85.6698,1.3138,2.8693,0.0444,59.0574,1.055,0.0,0.0,26.7735,0.5986,10.0,0.0,33.0,0.0,0.0,0.0
static10,100,30K,h4,30720,52.0,150,10,191.6485,191.366,7.6762,205.6651,1.2844,1.2842,0.0517,1.3705,127.979,128.2945,6.6679,138.5524,0.0,0.0,0.0,0.0,61.7504,61.741,3.7055,67.5876,10.0,10.0,0.0,10.0,32.6333,33.0,1.3078,33.0,0.0,0,191.6711,1.8008,1.2823,0.0121,128.6288,2.2043,0.0,0.0,61.7459,1.3815,10.0,0.0,33.0,0.0,0.0,0.0
statichigh,100,30K,h2,30720,6.0,150,10,15.6252,15.5965,0.3345,16.2688,15.7353,15.7574,0.3239,16.1665,9.0307,8.9725,0.2443,9.4516,0.0,0.0,0.0,0.0,7.3342,7.33,0.0669,7.4392,24.0,24.0,0.0,24.0,46.1467,46.0,0.355,47.0,0.0,0,15.5957,0.0598,15.7584,0.0604,8.9678,0.0275,0.0,0.0,7.3329,0.0155,24.0,0.0,46.0,0.0,0.0,0.0
statichigh,100,30K,h3,30720,22.0,150,10,57.6306,57.916,2.6347,61.2912,4.2737,4.2434,0.2046,4.6666,30.6608,30.457,1.982,33.1627,0.0,0.0,0.0,0.0,25.0699,24.6725,1.7361,27.2636,24.0,24.0,0.0,24.0,46.92,47.0,0.2722,47.0,0.0,0,57.7561,0.6171,4.2556,0.0456,30.4864,0.2577,0.0,0.0,24.9331,0.8922,24.0,0.0,47.0,0.0,0.0,0.0
statichigh,100,30K,h4,30720,52.0,150,10,128.3756,127.9655,5.5999,137.2745,1.918,1.9205,0.084,2.0622,64.7037,64.783,4.5183,72.3399,0.0,0.0,0.0,0.0,61.1261,61.881,4.2302,67.8849,24.0,24.0,0.0,24.0,46.9333,47.0,0.2503,47.0,0.0,0,128.1733,1.7907,1.9177,0.0269,64.6824,1.7611,0.0,0.0,61.4936,2.1076,24.0,0.0,47.0,0.0,0.0,0.0
